Age,Accuracy_Audio,Accuracy_Comprehension,Accuracy_Image,Time_Audio,Time_Comprehension,Time_Image,Learning_Type
13,59,72,68,254,484,168,Comprehensive Learner
16,49,7,41,196,175,45,Auditory Learner
15,99,24,68,145,271,60,Auditory Learner
16,30,6,23,177,366,234,Auditory Learner
11,46,7,70,65,327,378,Visual Learner
11,33,87,70,274,103,67,Comprehensive Learner
12,1,80,54,159,517,179,Comprehensive Learner
13,66,75,13,269,531,360,Comprehensive Learner
15,93,30,54,134,68,274,Auditory Learner
9,71,11,14,196,248,132,Auditory Learner
16,51,56,4,71,440,176,Comprehensive Learner
12,6,65,100,283,174,121,Visual Learner
12,75,11,3,234,561,357,Auditory Learner
10,18,26,29,224,447,292,Visual Learner
9,89,45,83,200,498,267,Auditory Learner
14,91,6,52,279,378,394,Auditory Learner
13,14,60,89,133,503,395,Visual Learner
10,77,57,72,68,87,274,Auditory Learner
10,47,57,29,265,457,74,Comprehensive Learner
12,13,12,85,163,136,166,Visual Learner
16,2,52,93,281,417,378,Visual Learner
12,49,99,83,199,245,386,Comprehensive Learner
9,92,64,91,236,293,298,Auditory Learner
12,53,48,60,172,307,167,Visual Learner
12,5,34,70,48,458,92,Visual Learner
8,48,93,67,219,388,139,Comprehensive Learner
12,22,94,91,93,64,233,Comprehensive Learner
12,91,16,54,259,407,279,Auditory Learner
14,77,71,98,204,458,288,Visual Learner
16,77,66,96,49,318,332,Visual Learner
15,19,9,70,255,478,246,Visual Learner
12,76,33,72,260,450,140,Auditory Learner
10,90,85,97,130,174,254,Visual Learner
18,59,3,41,256,63,339,Auditory Learner
13,98,95,97,67,187,103,Auditory Learner
13,44,28,76,94,68,278,Visual Learner
12,60,45,28,105,383,163,Auditory Learner
13,55,74,34,221,177,45,Comprehensive Learner
12,1,45,44,152,526,264,Comprehensive Learner
11,44,76,73,154,522,364,Comprehensive Learner
11,39,58,93,56,184,188,Visual Learner
12,23,60,89,132,282,96,Visual Learner
11,28,67,98,89,387,195,Visual Learner
11,66,65,91,197,318,124,Visual Learner
13,67,33,28,112,126,63,Auditory Learner
12,65,85,69,35,121,154,Comprehensive Learner
16,83,4,2,193,585,131,Auditory Learner
8,53,8,92,231,338,370,Visual Learner
15,52,19,56,206,182,230,Visual Learner
15,78,20,65,185,331,61,Auditory Learner
8,48,16,21,131,561,73,Auditory Learner
12,31,11,26,109,328,288,Auditory Learner
12,60,91,21,223,277,76,Comprehensive Learner
10,41,81,73,120,218,336,Comprehensive Learner
11,0,66,48,96,419,374,Comprehensive Learner
10,62,4,82,244,524,260,Visual Learner
16,34,59,23,174,307,265,Comprehensive Learner
14,50,52,26,69,350,400,Comprehensive Learner
15,70,51,35,241,95,338,Auditory Learner
14,44,77,16,88,125,317,Comprehensive Learner
10,76,47,55,57,486,386,Auditory Learner
11,64,89,9,76,216,60,Comprehensive Learner
13,13,18,53,266,180,91,Visual Learner
10,92,16,80,146,251,299,Auditory Learner
14,2,53,73,180,535,366,Visual Learner
12,23,67,73,112,413,247,Visual Learner
12,64,34,37,86,416,46,Auditory Learner
14,47,87,80,246,590,208,Comprehensive Learner
13,9,40,89,249,539,177,Visual Learner
12,12,12,89,271,132,229,Visual Learner
15,99,32,97,128,450,179,Auditory Learner
10,72,14,3,271,135,386,Auditory Learner
14,13,62,49,232,247,195,Comprehensive Learner
14,99,14,90,66,397,97,Auditory Learner
12,9,30,60,275,535,223,Visual Learner
13,39,27,20,157,365,293,Auditory Learner
10,22,9,35,164,221,185,Visual Learner
14,98,56,45,93,106,224,Auditory Learner
12,54,70,94,58,83,217,Visual Learner
11,62,32,70,255,395,166,Visual Learner
15,70,6,43,89,343,84,Auditory Learner
11,41,4,63,83,233,229,Visual Learner
10,98,89,97,178,366,232,Auditory Learner
9,65,79,17,87,289,94,Comprehensive Learner
14,78,56,87,65,177,333,Visual Learner
10,72,71,12,174,112,299,Auditory Learner
16,46,85,12,279,251,54,Comprehensive Learner
8,80,97,24,109,582,188,Comprehensive Learner
16,51,39,4,44,200,188,Auditory Learner
13,17,27,38,69,172,290,Visual Learner
12,78,35,28,110,323,293,Auditory Learner
11,17,55,56,222,550,253,Visual Learner
13,23,46,45,195,403,147,Comprehensive Learner
12,22,70,32,233,582,74,Comprehensive Learner
15,11,39,87,240,158,299,Visual Learner
13,22,58,9,287,532,266,Comprehensive Learner
13,20,42,57,144,82,259,Visual Learner
12,63,91,24,262,298,179,Comprehensive Learner
12,89,65,73,106,322,93,Auditory Learner
13,71,8,38,125,384,325,Auditory Learner
9,93,5,15,127,446,304,Auditory Learner
10,33,64,59,85,181,314,Comprehensive Learner
14,1,2,27,147,359,375,Visual Learner
13,68,73,75,148,376,149,Visual Learner
12,30,36,43,67,79,84,Visual Learner
13,96,86,57,214,359,318,Auditory Learner
13,67,32,31,271,529,371,Auditory Learner
11,69,8,62,80,145,300,Auditory Learner
11,86,52,92,156,464,251,Visual Learner
13,18,76,44,132,171,234,Comprehensive Learner
11,71,91,52,258,198,158,Comprehensive Learner
13,12,50,60,240,69,233,Visual Learner
9,64,70,49,114,350,82,Comprehensive Learner
15,5,25,26,56,438,297,Visual Learner
13,70,15,25,101,297,215,Auditory Learner
13,26,39,2,124,389,335,Comprehensive Learner
14,78,89,89,105,244,138,Comprehensive Learner
16,51,50,38,35,484,235,Auditory Learner
15,97,38,64,119,382,156,Auditory Learner
9,86,54,34,109,541,203,Auditory Learner
10,47,95,52,251,417,335,Comprehensive Learner
11,87,35,90,112,421,164,Visual Learner
13,78,64,45,111,95,396,Auditory Learner
14,98,84,67,181,575,328,Auditory Learner
11,67,76,82,74,389,186,Visual Learner
13,43,89,21,241,328,210,Comprehensive Learner
11,100,44,59,100,129,349,Auditory Learner
11,16,8,5,292,578,240,Auditory Learner
10,94,36,51,87,437,391,Auditory Learner
11,37,86,72,86,352,387,Comprehensive Learner
10,9,0,74,140,345,387,Visual Learner
11,53,65,85,171,419,390,Visual Learner
15,90,62,72,85,583,100,Auditory Learner
11,5,42,28,41,396,180,Comprehensive Learner
18,5,27,42,44,95,209,Visual Learner
13,51,99,73,37,547,264,Comprehensive Learner
13,14,30,33,260,438,273,Visual Learner
11,67,68,30,215,403,313,Comprehensive Learner
14,56,100,85,82,289,260,Comprehensive Learner
11,55,88,45,166,456,270,Comprehensive Learner
13,6,7,3,203,480,367,Comprehensive Learner
18,50,33,1,248,461,152,Auditory Learner
12,57,48,4,292,547,288,Auditory Learner
15,63,95,45,284,105,87,Comprehensive Learner
11,25,57,78,299,213,390,Visual Learner
12,57,74,18,104,320,123,Comprehensive Learner
16,30,46,37,253,346,203,Comprehensive Learner
11,65,24,58,121,390,126,Auditory Learner
16,91,2,78,163,531,212,Auditory Learner
14,12,44,71,192,328,184,Visual Learner
11,17,51,19,227,216,289,Comprehensive Learner
14,93,95,75,218,488,72,Comprehensive Learner
14,74,98,67,102,311,360,Comprehensive Learner
14,12,95,52,235,326,187,Comprehensive Learner
9,23,33,54,60,118,233,Visual Learner
11,56,100,38,148,230,165,Comprehensive Learner
12,28,68,35,188,378,168,Comprehensive Learner
12,55,91,57,284,457,202,Comprehensive Learner
14,53,91,14,274,74,168,Comprehensive Learner
13,4,7,0,135,521,210,Comprehensive Learner
10,34,26,94,227,197,364,Visual Learner
13,18,79,8,149,209,114,Comprehensive Learner
14,54,62,22,111,359,295,Comprehensive Learner
14,76,81,51,299,482,255,Comprehensive Learner
15,68,24,25,216,478,270,Auditory Learner
14,43,57,59,81,252,276,Visual Learner
13,77,47,17,97,342,135,Auditory Learner
12,37,0,96,163,313,222,Visual Learner
9,61,7,77,149,563,160,Visual Learner
13,21,20,57,86,372,234,Visual Learner
13,72,97,64,215,337,289,Comprehensive Learner
13,39,87,76,101,369,150,Comprehensive Learner
10,25,100,78,187,245,111,Comprehensive Learner
10,4,89,100,257,283,91,Visual Learner
15,92,77,68,263,481,194,Auditory Learner
12,53,28,13,40,86,359,Auditory Learner
14,85,29,77,204,440,340,Auditory Learner
13,48,2,45,290,379,234,Auditory Learner
13,2,6,68,160,190,65,Visual Learner
14,91,99,74,31,582,266,Comprehensive Learner
11,37,10,31,278,339,248,Auditory Learner
13,13,31,50,229,344,260,Visual Learner
12,46,58,68,211,256,373,Visual Learner
12,13,11,99,156,334,325,Visual Learner
12,74,78,14,226,127,292,Comprehensive Learner
13,72,37,52,73,292,141,Auditory Learner
12,37,23,70,39,281,304,Visual Learner
15,63,64,68,254,512,215,Visual Learner
11,43,17,93,245,363,391,Visual Learner
12,69,45,14,240,459,223,Auditory Learner
12,64,55,29,246,379,363,Auditory Learner
15,24,62,77,78,323,232,Visual Learner
13,15,6,23,192,424,384,Visual Learner
15,14,65,87,222,448,234,Visual Learner
10,97,39,34,174,286,60,Auditory Learner
13,80,53,68,188,515,373,Auditory Learner
14,2,30,11,209,364,325,Comprehensive Learner
13,66,96,83,55,564,96,Comprehensive Learner
15,36,51,45,129,387,94,Comprehensive Learner
11,80,93,68,140,580,41,Comprehensive Learner
15,54,30,35,299,379,343,Auditory Learner
17,37,33,84,80,551,61,Visual Learner
12,62,6,47,44,520,180,Auditory Learner
12,0,88,66,157,594,128,Comprehensive Learner
15,70,15,92,169,503,338,Visual Learner
16,89,21,53,271,502,114,Auditory Learner
11,18,99,88,75,286,113,Comprehensive Learner
12,51,52,90,263,586,344,Visual Learner
12,29,90,35,101,575,275,Comprehensive Learner
10,54,16,51,124,477,204,Auditory Learner
11,13,3,21,161,160,256,Visual Learner
10,12,60,37,61,467,330,Comprehensive Learner
11,83,98,98,66,464,58,Comprehensive Learner
12,89,85,61,155,189,323,Auditory Learner
13,26,51,64,167,578,227,Visual Learner
16,88,34,2,129,94,177,Auditory Learner
11,8,43,87,271,213,374,Visual Learner
14,40,14,7,274,461,391,Auditory Learner
12,47,60,38,56,123,319,Comprehensive Learner
12,11,43,17,238,288,241,Comprehensive Learner
14,9,20,2,128,312,197,Comprehensive Learner
10,5,76,17,166,547,272,Comprehensive Learner
13,33,46,79,216,74,154,Visual Learner
13,51,74,95,65,399,264,Visual Learner
13,40,48,0,147,422,84,Comprehensive Learner
13,82,52,25,187,239,256,Auditory Learner
17,5,26,51,198,274,157,Visual Learner
11,1,30,11,84,213,355,Comprehensive Learner
11,14,43,37,113,104,348,Comprehensive Learner
11,16,31,84,35,411,398,Visual Learner
11,15,29,40,285,80,320,Visual Learner
11,27,17,52,227,428,141,Visual Learner
15,84,62,12,181,137,171,Auditory Learner
15,71,15,75,199,178,387,Visual Learner
11,9,34,12,277,418,251,Comprehensive Learner
11,9,61,17,278,573,241,Comprehensive Learner
13,9,8,18,179,562,326,Visual Learner
11,72,61,18,239,91,186,Auditory Learner
14,27,38,69,257,417,297,Visual Learner
13,23,50,47,273,121,299,Comprehensive Learner
9,18,100,70,170,156,374,Comprehensive Learner
16,96,9,70,149,437,333,Auditory Learner
16,67,51,27,209,555,72,Auditory Learner
11,55,11,91,154,511,57,Visual Learner
12,66,71,18,271,274,399,Comprehensive Learner
13,41,61,79,241,143,199,Visual Learner
13,11,2,80,46,465,154,Visual Learner
14,17,82,85,45,166,247,Visual Learner
17,22,10,82,286,548,200,Visual Learner
12,83,7,47,75,416,329,Auditory Learner
11,5,89,28,287,190,346,Comprehensive Learner
10,52,22,47,172,81,358,Auditory Learner
11,97,9,18,42,285,86,Auditory Learner
12,41,17,98,74,165,91,Visual Learner
16,65,75,46,76,453,388,Comprehensive Learner
11,29,38,88,45,160,91,Visual Learner
13,8,25,59,136,207,210,Visual Learner
12,90,10,47,32,289,145,Auditory Learner
15,41,9,19,133,146,137,Auditory Learner
18,33,2,100,124,582,248,Visual Learner
11,39,61,18,162,152,170,Comprehensive Learner
12,87,70,41,300,212,261,Auditory Learner
15,16,60,76,230,482,262,Visual Learner
14,28,3,75,283,413,354,Visual Learner
16,99,60,48,212,468,166,Auditory Learner
14,49,7,14,179,146,364,Auditory Learner
12,75,12,59,66,270,165,Auditory Learner
14,94,11,67,168,442,169,Auditory Learner
15,48,34,78,129,583,235,Visual Learner
14,72,53,80,265,212,83,Visual Learner
14,60,50,26,113,64,333,Auditory Learner
15,82,42,74,62,135,227,Auditory Learner
15,45,99,54,150,470,283,Comprehensive Learner
15,45,65,86,59,63,130,Visual Learner
14,16,14,14,63,431,54,Auditory Learner
12,65,48,51,162,142,221,Auditory Learner
13,4,33,30,237,490,358,Comprehensive Learner
15,53,38,89,169,531,101,Visual Learner
11,15,25,6,105,421,117,Comprehensive Learner
13,80,68,12,104,471,313,Auditory Learner
12,90,47,53,87,94,290,Auditory Learner
13,6,88,12,127,301,110,Comprehensive Learner
15,7,50,19,154,139,63,Comprehensive Learner
13,71,97,97,163,134,333,Comprehensive Learner
13,86,3,9,255,343,173,Auditory Learner
10,95,97,51,229,297,285,Comprehensive Learner
14,81,26,36,66,396,241,Auditory Learner
14,37,41,51,167,590,61,Visual Learner
17,53,55,26,237,142,200,Comprehensive Learner
12,75,92,33,223,377,254,Comprehensive Learner
13,14,68,99,85,356,85,Visual Learner
13,91,17,61,116,401,144,Auditory Learner
16,49,60,15,124,483,209,Comprehensive Learner
12,55,3,58,225,78,124,Visual Learner
13,94,0,20,221,63,351,Auditory Learner
14,8,49,15,173,526,116,Comprehensive Learner
13,7,83,80,39,249,81,Comprehensive Learner
12,18,69,78,270,340,52,Visual Learner
13,50,19,12,178,122,349,Auditory Learner
15,71,19,32,169,313,330,Auditory Learner
10,97,45,53,42,61,378,Auditory Learner
13,56,26,68,283,126,48,Visual Learner
11,67,25,26,110,345,52,Auditory Learner
15,30,31,51,239,191,61,Visual Learner
9,2,9,64,249,107,79,Visual Learner
11,98,81,43,88,106,166,Auditory Learner
13,82,11,29,157,290,208,Auditory Learner
16,42,73,22,291,343,302,Comprehensive Learner
12,28,87,78,297,87,261,Comprehensive Learner
11,9,23,99,58,470,262,Visual Learner
16,11,50,82,97,532,350,Visual Learner
10,45,37,93,236,281,160,Visual Learner
8,29,45,15,204,435,261,Comprehensive Learner
13,93,88,54,247,68,118,Auditory Learner
11,81,7,17,189,472,138,Auditory Learner
10,87,54,89,273,530,274,Visual Learner
14,31,77,16,282,129,225,Comprehensive Learner
13,72,30,74,218,401,318,Visual Learner
11,46,87,51,290,125,220,Comprehensive Learner
10,87,15,44,159,129,332,Auditory Learner
14,62,19,55,32,320,315,Auditory Learner
14,25,37,92,72,591,275,Visual Learner
12,2,14,53,162,455,185,Visual Learner
16,22,77,8,207,417,107,Comprehensive Learner
10,74,75,16,295,417,341,Comprehensive Learner
9,73,33,26,53,451,215,Auditory Learner
11,49,71,36,51,435,59,Comprehensive Learner
12,35,18,21,32,245,111,Auditory Learner
13,12,68,71,187,364,144,Visual Learner
12,28,90,66,33,123,399,Comprehensive Learner
13,37,62,37,136,237,46,Comprehensive Learner
10,76,76,98,261,294,345,Visual Learner
15,89,31,95,267,99,92,Visual Learner
12,83,94,71,101,346,368,Comprehensive Learner
15,4,36,43,117,318,306,Visual Learner
13,19,65,90,45,526,243,Visual Learner
13,77,6,95,120,299,71,Visual Learner
14,13,47,35,49,562,230,Comprehensive Learner
13,7,10,97,241,410,222,Visual Learner
14,47,74,24,113,600,226,Comprehensive Learner
15,12,86,94,155,371,358,Visual Learner
13,23,30,41,80,167,193,Visual Learner
14,78,43,12,47,89,90,Auditory Learner
12,64,44,55,146,368,328,Auditory Learner
15,85,71,78,153,545,65,Auditory Learner
11,33,55,50,57,105,317,Comprehensive Learner
16,50,31,49,170,418,390,Auditory Learner
12,2,20,76,35,196,373,Visual Learner
10,89,30,51,186,490,249,Auditory Learner
13,77,0,32,135,310,292,Auditory Learner
11,57,76,94,148,492,399,Visual Learner
14,71,10,24,166,266,230,Auditory Learner
11,54,92,57,58,505,184,Comprehensive Learner
12,79,67,39,195,118,80,Auditory Learner
9,41,35,86,94,265,115,Visual Learner
12,20,78,37,85,390,334,Comprehensive Learner
8,9,58,2,125,584,200,Comprehensive Learner
9,56,66,15,244,217,327,Comprehensive Learner
14,24,55,1,260,163,188,Comprehensive Learner
14,55,50,22,87,418,231,Auditory Learner
13,37,28,97,213,424,373,Visual Learner
11,85,84,29,300,238,105,Auditory Learner
12,60,1,9,238,417,216,Auditory Learner
12,46,5,64,192,323,366,Visual Learner
10,53,30,21,118,412,70,Auditory Learner
16,45,53,51,300,423,387,Comprehensive Learner
14,67,87,55,126,309,238,Comprehensive Learner
12,3,39,32,104,179,113,Comprehensive Learner
13,93,16,88,117,251,150,Auditory Learner
13,65,4,85,35,121,133,Visual Learner
8,92,1,79,185,269,399,Auditory Learner
12,42,57,29,92,111,208,Comprehensive Learner
11,61,11,81,58,372,336,Visual Learner
10,99,4,23,220,338,300,Auditory Learner
12,84,59,4,233,447,252,Auditory Learner
16,84,40,52,56,261,301,Auditory Learner
14,84,19,100,114,198,357,Visual Learner
11,3,71,54,239,78,311,Comprehensive Learner
14,64,0,22,167,380,247,Auditory Learner
15,61,55,90,201,154,383,Visual Learner
14,89,69,75,185,189,122,Auditory Learner
13,1,55,9,258,164,279,Comprehensive Learner
11,8,53,97,208,256,162,Visual Learner
14,56,10,32,276,319,204,Auditory Learner
13,44,2,79,191,98,103,Visual Learner
14,17,94,92,192,560,136,Comprehensive Learner
14,47,27,61,247,190,108,Visual Learner
15,41,4,81,105,213,240,Visual Learner
11,40,89,26,233,380,174,Comprehensive Learner
15,74,15,6,245,181,337,Auditory Learner
13,88,30,99,252,203,351,Visual Learner
17,89,27,26,222,245,380,Auditory Learner
11,57,6,73,221,270,380,Visual Learner
16,99,8,9,298,459,130,Auditory Learner
13,41,38,74,289,92,328,Visual Learner
11,34,98,56,221,218,321,Comprehensive Learner
12,37,42,29,300,465,312,Comprehensive Learner
12,66,26,2,133,423,60,Auditory Learner
13,40,75,28,233,222,41,Comprehensive Learner
14,98,88,13,213,190,118,Auditory Learner
11,49,92,76,246,155,83,Comprehensive Learner
12,85,94,82,120,329,233,Comprehensive Learner
17,71,97,24,227,426,110,Comprehensive Learner
16,78,32,9,68,424,75,Auditory Learner
13,44,90,78,226,493,85,Comprehensive Learner
13,70,55,91,108,120,274,Visual Learner
13,18,1,48,246,382,263,Visual Learner
14,16,13,37,123,267,106,Visual Learner
10,64,12,70,201,407,298,Visual Learner
12,92,23,13,72,104,158,Auditory Learner
9,76,68,29,161,406,84,Auditory Learner
13,55,33,39,106,428,64,Auditory Learner
14,92,86,11,261,593,204,Auditory Learner
12,40,18,91,68,417,203,Visual Learner
16,41,29,13,83,554,330,Auditory Learner
10,5,48,0,180,119,314,Comprehensive Learner
10,68,42,67,217,357,84,Auditory Learner
13,97,15,48,215,118,250,Auditory Learner
15,74,51,17,164,483,264,Auditory Learner
16,72,97,35,202,290,185,Comprehensive Learner
12,39,48,63,298,507,389,Visual Learner
15,40,10,95,144,427,326,Visual Learner
12,8,77,27,250,88,362,Comprehensive Learner
12,7,46,91,68,336,49,Visual Learner
14,43,78,31,271,438,47,Comprehensive Learner
14,57,34,71,250,97,73,Visual Learner
9,66,70,24,175,266,273,Comprehensive Learner
15,12,28,46,193,348,220,Visual Learner
15,18,53,19,288,552,51,Comprehensive Learner
11,97,85,32,219,284,277,Auditory Learner
13,95,22,29,293,511,231,Auditory Learner
13,48,23,36,251,87,391,Auditory Learner
13,79,98,79,203,393,312,Comprehensive Learner
11,99,9,52,121,432,371,Auditory Learner
11,81,60,88,135,360,366,Visual Learner
12,77,7,73,274,263,374,Auditory Learner
15,29,47,68,72,438,41,Visual Learner
14,65,75,7,287,174,66,Comprehensive Learner
12,76,92,96,115,79,192,Visual Learner
14,90,28,100,126,455,179,Visual Learner
8,58,86,0,295,111,232,Comprehensive Learner
15,52,25,94,92,245,134,Visual Learner
9,51,36,6,132,412,207,Auditory Learner
12,80,95,61,283,173,44,Comprehensive Learner
10,30,51,86,30,573,259,Visual Learner
10,14,37,57,183,341,67,Visual Learner
15,19,5,87,290,229,288,Visual Learner
12,4,7,77,64,380,111,Visual Learner
13,6,16,86,56,425,347,Visual Learner
12,17,75,72,253,579,173,Comprehensive Learner
13,55,61,7,216,169,313,Comprehensive Learner
13,74,85,63,188,383,332,Comprehensive Learner
10,95,77,7,98,71,231,Auditory Learner
14,90,33,2,194,82,394,Auditory Learner
12,89,18,57,287,220,74,Auditory Learner
9,100,69,31,131,323,165,Auditory Learner
12,44,81,67,222,439,56,Comprehensive Learner
16,27,99,48,288,139,149,Comprehensive Learner
14,49,36,37,50,330,127,Auditory Learner
12,1,37,1,74,484,49,Comprehensive Learner
12,83,14,8,200,495,90,Auditory Learner
12,67,39,45,207,137,151,Auditory Learner
17,76,8,64,252,583,376,Auditory Learner
13,23,52,48,53,170,91,Comprehensive Learner
13,47,69,74,113,511,276,Visual Learner
15,44,65,28,89,473,359,Comprehensive Learner
13,92,79,89,151,319,328,Auditory Learner
12,57,51,90,34,410,136,Visual Learner
12,35,0,28,183,243,312,Auditory Learner
12,1,29,32,115,234,216,Visual Learner
12,17,96,27,104,445,269,Comprehensive Learner
